22:31:26.060304 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:64230, sz=11 is delivered
22:49:05.603718 [queue=0] packet #1, 127.0.0.1:61947 -> 127.0.0.1:8007, sz=11 is delivered
22:49:05.604206 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:61947, sz=11 is delivered
22:49:10.905367 [queue=0] packet #1, 127.0.0.1:57856 -> 127.0.0.1:8007, sz=11 is delivered
22:49:10.905931 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:57856, sz=11 is delivered
22:53:31.245347 [queue=0] packet #1, 127.0.0.1:61226 -> 127.0.0.1:8007, sz=11 is delivered
22:53:31.245574 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:61226, sz=11 is delivered
23:14:22.665813 [queue=0] packet #1, 127.0.0.1:65287 -> 127.0.0.1:8007, sz=11 is delivered
23:14:22.666887 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:65287, sz=11 is delivered
23:14:54.557857 [queue=0] packet #1, 127.0.0.1:61836 -> 127.0.0.1:8007, sz=11 is delivered
23:14:54.558153 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:61836, sz=11 is delivered
23:15:03.019577 [queue=0] packet #1, 127.0.0.1:64181 -> 127.0.0.1:8007, sz=11 is delivered
23:15:03.019809 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:64181, sz=11 is delivered
23:15:59.506643 [queue=0] packet #1, 127.0.0.1:55987 -> 127.0.0.1:8007, sz=11 is delivered
23:15:59.506862 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:55987, sz=11 is delivered
12:12:42.571767 config: drop-rate=0.00, max-delay=0s, seed=1479316362571723000
12:12:42.572035 router is listening at :3000
12:13:05.457682 [queue=0] packet #1, 127.0.0.1:52428 -> 127.0.0.1:8007, sz=11 is delivered
12:13:05.457948 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:52428, sz=11 is delivered
12:16:37.882683 [queue=0] packet #1, 127.0.0.1:60675 -> 127.0.0.1:8007, sz=11 is delivered
12:16:37.882935 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:60675, sz=11 is delivered
12:49:14.471422 [queue=0] packet #1, 127.0.0.1:54221 -> 127.0.0.1:8007, sz=11 is delivered
12:49:14.472069 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:54221, sz=11 is delivered
12:49:14.472141 [queue=0] packet #1, 127.0.0.1:54221 -> 127.0.0.1:8007, sz=11 is delivered
12:49:14.472196 [queue=0] packet #1, 127.0.0.1:54221 -> 127.0.0.1:8007, sz=20 is delivered
12:49:14.472457 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:54221, sz=11 is delivered
12:49:14.472504 [queue=0] packet #1, 127.0.0.1:54221 -> 127.0.0.1:8007, sz=18 is delivered
12:49:14.472566 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:54221, sz=20 is delivered
12:49:14.472776 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:54221, sz=18 is delivered
12:49:14.472832 [queue=0] packet #1, 127.0.0.1:54221 -> 127.0.0.1:8007, sz=20 is delivered
12:49:14.473047 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:54221, sz=20 is delivered
12:49:35.353966 [queue=0] packet #1, 127.0.0.1:53335 -> 127.0.0.1:8007, sz=11 is delivered
12:49:35.354209 [queue=0] packet #1, 127.0.0.1:53335 -> 127.0.0.1:8007, sz=11 is delivered
12:49:35.354272 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:53335, sz=11 is delivered
12:49:35.354466 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:53335, sz=11 is delivered
12:49:35.354536 [queue=0] packet #1, 127.0.0.1:53335 -> 127.0.0.1:8007, sz=20 is delivered
12:49:35.354758 [queue=0] packet #1, 127.0.0.1:53335 -> 127.0.0.1:8007, sz=18 is delivered
12:49:35.354830 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:53335, sz=20 is delivered
12:49:35.354955 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:53335, sz=18 is delivered
12:49:35.355054 [queue=0] packet #1, 127.0.0.1:53335 -> 127.0.0.1:8007, sz=20 is delivered
12:49:35.355258 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:53335, sz=20 is delivered
12:49:52.267746 [queue=0] packet #1, 127.0.0.1:62444 -> 127.0.0.1:8007, sz=11 is delivered
12:49:52.268096 [queue=0] packet #1, 127.0.0.1:62444 -> 127.0.0.1:8007, sz=11 is delivered
12:49:52.268180 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:62444, sz=11 is delivered
12:49:52.268332 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:62444, sz=11 is delivered
12:49:52.268411 [queue=0] packet #1, 127.0.0.1:62444 -> 127.0.0.1:8007, sz=20 is delivered
12:49:52.268651 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:62444, sz=20 is delivered
12:49:52.268719 [queue=0] packet #1, 127.0.0.1:62444 -> 127.0.0.1:8007, sz=18 is delivered
12:49:52.268937 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:62444, sz=18 is delivered
12:49:52.268999 [queue=0] packet #1, 127.0.0.1:62444 -> 127.0.0.1:8007, sz=20 is delivered
12:49:52.269185 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:62444, sz=20 is delivered
14:38:25.306650 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.306973 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.307064 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.307280 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.307346 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.307570 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.307633 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.307772 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.307867 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.308010 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.308062 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.308282 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.308327 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.308490 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.308536 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.308729 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.308814 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.308930 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.309045 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.309247 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.309309 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.309499 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.309552 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.309694 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.309735 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.309934 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.310013 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.310140 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.310206 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.310389 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.310454 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.310668 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.310723 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.310932 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.311001 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.311119 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.311220 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.311433 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.311489 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.311636 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.311705 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.311828 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.311906 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.312124 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.312185 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.312349 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.312418 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.312623 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.312678 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.312808 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.312868 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.313088 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.313141 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.313328 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.313391 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.313546 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.313607 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.313789 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.313850 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.314028 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.314076 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.314176 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.314293 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.314512 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.314622 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.314772 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.314874 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.315022 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.315069 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.315284 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.315356 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.315534 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.315640 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.315750 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.315809 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.316039 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.316101 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.316274 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.316338 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.316453 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.316528 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.316756 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.316823 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.316948 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.316999 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.317205 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.317257 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.317456 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.317519 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.317713 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.317775 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.317906 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.317964 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.318154 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.318215 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.318409 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.318467 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.318659 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.318725 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.318939 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.319007 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.319286 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.319348 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.319544 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.319614 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.319731 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.319814 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.319975 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.320051 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.320189 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.320251 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.320439 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.320483 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.320686 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.320752 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.320961 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.321036 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.321175 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.321225 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.321434 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.321479 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.321670 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.321741 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.321876 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.321946 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.322169 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.322250 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.322391 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.322438 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.322588 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.322653 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.322857 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.322930 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.323109 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.323163 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.323280 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.323374 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.323589 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.323651 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.323826 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.323876 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.324026 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.324089 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.324287 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.324340 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.324496 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.324549 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.324723 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.324806 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.324951 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.325007 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.325200 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.325252 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.325456 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.325509 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.325647 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.325703 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.325880 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.325970 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.326198 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.326258 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.326435 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.326490 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.326609 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.326654 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.326841 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.326929 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.327142 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.327193 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.327410 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.327463 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.327619 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.327687 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.327889 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.327950 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.328132 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.328197 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.328329 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.328383 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.328568 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.328643 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.328803 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.328879 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.329069 [queue=0] packet #3, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.329117 [queue=0] packet #4, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.329297 [queue=0] packet #5, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.329354 [queue=0] packet #4, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.329525 [queue=0] packet #5, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.329577 [queue=0] packet #6, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.329758 [queue=0] packet #6, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.329821 [queue=0] packet #7, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
14:38:25.330032 [queue=0] packet #0, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.330090 [queue=0] packet #7, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=18 is delivered
14:38:25.330218 [queue=0] packet #0, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.330268 [queue=0] packet #1, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=11 is delivered
14:38:25.330498 [queue=0] packet #2, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=20 is delivered
14:38:25.330579 [queue=0] packet #1, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=11 is delivered
14:38:25.330677 [queue=0] packet #2, 127.0.0.1:8007 -> 127.0.0.1:50674, sz=20 is delivered
14:38:25.330750 [queue=0] packet #3, 127.0.0.1:50674 -> 127.0.0.1:8007, sz=18 is delivered
